Seleção,Grupo,Camisa1,Nº,Nome,Posição_Copa,FC26_ID,FC26_Nome,FC26_Posição,FC26_PosAlternativas,Overall,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,SprintSpeed,Finishing,ShotPower,LongShots,Volleys,Penalties,Positioning,ShortPassing,LongPassing,Curve,FKAccuracy,Crossing,Vision,Dribbling,BallControl,Agility,Balance,Reactions,Composure,Interceptions,DefensiveAwareness,StandingTackle,SlidingTackle,HeadingAccuracy,Aggression,Jumping,Stamina,Strength,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,PlayStyles,PlayStylesPlus,SkillMoves,WeakFoot,PreferredFoot
Algeria,J,Melvin Mastil,24,Yacine Titraoui,MID,73348,Yacine Titraoui,CDM,"CAM,CM",68,66,53,65,70,62,63,70,62,55,52,50,41,50,70,72,71,41,40,55,69,70,72,67,87,66,60,64,66,62,63,40,59,56,70,61,11,12,8,14,,,,2,3,1
Algeria,J,Melvin Mastil,7,Riyad Mahrez,FWD,204485,Riyad Mahrez,RM,RW,84,78,80,81,88,39,63,81,76,80,82,81,76,73,83,82,74,85,80,81,82,87,89,91,90,81,81,39,45,34,22,56,48,71,79,60,15,9,13,11,,"Finesse Shot,Dead Ball,Low Driven Shot,Incisive Pass,Inventive,Technical,First Touch",,5,4,2
England,L,Jordan Pickford,22,Ivan Toney,FWD,212228,Ivan Toney,ST,,81,78,82,71,75,51,81,76,79,85,84,73,79,93,82,76,65,65,73,63,74,73,79,74,67,79,80,52,45,51,39,83,83,91,76,81,16,8,8,7,,Bruiser,,3,3,1
Algeria,J,Melvin Mastil,11,Anis Hadj Moussa,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Algeria,J,Melvin Mastil,12,Nadhir Benbouali,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Algeria,J,Melvin Mastil,18,Mohamed Amine Amoura,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Algeria,J,Melvin Mastil,20,Adil Boulbina,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Algeria,J,Melvin Mastil,25,Farès Ghedjemis,FWD,279877,Farès Ghedjemis,RW,RM,63,67,64,56,64,29,38,68,67,66,72,53,60,67,64,58,41,53,45,60,64,66,65,61,68,58,57,26,22,32,30,48,31,43,51,34,12,7,7,6,,,,3,3,2
France,I,Brice Samba,1,Brice Samba,GK,204883,Brice Samba,GK,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,80,80,80,80,"Long Ball Pass,Footwork",,1,3,2
Senegal,I,Yehvann Diouf,16,Édouard Mendy,GK,234642,Édouard Mendy,GK,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,77,75,79,81,"Footwork,Cross Claimer",,1,2,1
Germany,E,Manuel Neuer,21,Alexander Nübel,GK,223885,Alexander Nübel,GK,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,76,84,78,82,"Footwork,Deflector",,1,4,1
Argentina,J,Juan Musso,2,Leonardo Balerdi,DEF,242835,Leonardo Balerdi,CB,,81,77,46,65,69,82,79,69,83,34,64,56,29,57,48,77,81,39,32,42,70,66,77,62,56,75,76,82,84,82,79,77,84,85,69,81,6,8,15,15,,"Jockey,Intercept,Anticipate,Aerial Fortress",,2,3,1
Argentina,J,Juan Musso,3,Nicolás Tagliafico,DEF,211256,Nicolás Tagliafico,LB,LM,78,67,56,70,76,77,76,74,61,57,65,46,51,46,70,74,72,66,40,74,68,73,77,77,83,79,77,78,75,79,76,77,81,84,78,72,13,9,10,15,,Slide Tackle,,3,2,2
Argentina,J,Juan Musso,4,Gonzalo Montiel,DEF,231340,Gonzalo Montiel,RB,RM,78,81,63,71,77,74,80,80,81,60,68,61,43,84,81,74,71,63,39,75,73,74,79,82,75,77,75,73,74,75,74,75,83,86,84,76,6,10,11,5,,"Whipped Pass,Slide Tackle,Long Throw",,3,3,1
Argentina,J,Juan Musso,6,Lisandro Martínez,DEF,239301,Lisandro Martínez,CB,,81,67,59,75,75,81,80,70,65,52,73,64,56,55,62,79,76,74,55,72,76,74,77,69,75,80,79,84,81,81,84,75,92,88,73,77,6,14,13,14,,"Intercept,Slide Tackle,Bruiser",,3,3,2
Argentina,J,Juan Musso,13,Cristian Romero,DEF,232488,Cristian Romero,CB,,82,66,48,62,65,83,81,63,68,48,64,36,52,40,43,76,70,54,38,42,60,60,67,65,64,81,79,84,83,83,86,82,89,86,69,83,5,7,11,10,,"Precision Header,Slide Tackle,Aerial Fortress,Bruiser",,3,2,1
Argentina,J,Juan Musso,19,Nicolás Otamendi,DEF,192366,Nicolás Otamendi,CB,,82,60,57,64,62,83,85,54,64,54,69,56,57,45,55,74,72,50,39,52,62,56,67,58,58,80,79,84,84,83,80,84,89,89,87,81,12,5,8,11,,"Precision Header,Jockey,Intercept,Anticipate,Slide Tackle,Aerial Fortress,Bruiser",,2,3,1
Argentina,J,Juan Musso,25,Facundo Medina,DEF,236804,Facundo Medina,CB,"LB,LM",79,74,44,70,72,79,81,67,79,44,45,41,29,44,63,79,76,52,32,64,70,71,76,62,67,80,79,79,78,81,80,74,84,82,78,81,13,5,12,13,,"Jockey,Slide Tackle,Bruiser",,3,2,2
Argentina,J,Juan Musso,26,Nahuel Molina,DEF,233084,Nahuel Molina,RB,RM,79,82,67,73,76,75,71,79,84,67,70,67,62,45,77,76,69,68,44,78,76,75,76,81,76,76,74,77,75,77,76,63,74,74,85,63,12,13,8,5,,"Whipped Pass,Block",,3,3,1
Argentina,J,Juan Musso,5,Leandro Paredes,MID,207439,Leandro Paredes,CM,CDM,78,62,70,82,79,72,74,62,62,60,86,72,71,85,62,84,84,83,78,77,81,78,84,68,75,71,82,77,70,76,75,56,88,67,73,70,9,14,6,9,,"Long Ball Pass,Tiki Taka,Aerial Fortress",,4,4,1
Argentina,J,Juan Musso,7,Rodrigo De Paul,MID,212616,Rodrigo De Paul,CM,"CDM,CAM",84,75,78,83,83,76,83,74,76,75,82,83,71,66,79,85,84,84,76,78,85,84,85,77,78,81,81,80,76,80,75,58,86,76,88,79,13,12,10,7,,"Finesse Shot,Incisive Pass,Long Ball Pass,Technical",,4,3,1
Argentina,J,Juan Musso,8,Valentín Barco,MID,263370,Valentín Barco,LB,"LM,CM",75,76,50,75,78,68,61,77,76,42,60,52,42,67,72,78,73,75,60,75,74,77,77,85,81,74,74,71,66,73,72,50,76,60,75,48,12,10,9,6,,"Slide Tackle,Technical",,3,3,2
Belgium,G,Thibaut Courtois,20,Hans Vanaken,MID,200155,Hans Vanaken,CAM,CM,80,45,79,84,77,60,78,39,50,81,76,75,79,79,82,88,86,78,75,77,88,79,83,62,42,82,91,61,58,55,50,84,57,77,91,79,13,6,9,15,,"Precision Header,Incisive Pass,Long Ball Pass,Inventive,Aerial Fortress,Press Proven",,4,4,1
Argentina,J,Juan Musso,14,Exequiel Palacios,MID,231521,Exequiel Palacios,CM,CDM,84,62,76,80,82,81,71,72,53,74,81,79,63,72,79,86,84,73,54,70,83,82,84,78,79,85,83,86,80,84,80,67,84,74,68,67,10,5,8,9,,Anticipate,,3,4,1
Argentina,J,Juan Musso,15,Nicolás González,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,F,Bart Verbruggen,20,Teun Koopmeiners,MID,240679,Teun Koopmeiners,CAM,CM,81,70,79,83,78,75,75,71,70,76,82,84,72,85,80,85,84,74,80,79,84,76,83,69,69,82,81,78,76,74,72,72,72,79,83,71,14,8,14,12,,Dead Ball,,3,2,2
USA,D,Matt Turner,17,Malik Tillman,FWD,256853,Malik Tillman,CAM,"LW,CM",82,84,76,77,83,65,77,83,84,75,77,84,60,60,78,80,75,82,75,69,79,83,84,83,82,81,78,66,60,67,59,73,62,88,76,82,9,11,11,12,,"Power Shot,Incisive Pass,Inventive,Technical,First Touch",,4,3,1
Argentina,J,Juan Musso,20,Alexis Mac Allister,MID,239837,Alexis Mac Allister,CM,CDM,87,66,82,85,85,78,76,68,64,79,88,85,77,86,78,88,87,83,82,79,86,84,86,82,86,89,86,80,78,83,74,65,83,72,87,69,7,10,14,15,,"Power Shot,Dead Ball,Gamechanger,Block,Press Proven",Pinged Pass+,3,3,1
Argentina,J,Juan Musso,24,Enzo Fernández,MID,247090,Enzo Fernández,CM,"CDM,CAM",84,68,75,85,81,73,75,68,68,72,82,76,77,73,78,88,89,84,76,79,86,80,85,75,78,86,82,74,72,75,72,71,83,74,85,67,8,6,7,8,,"First Touch,Press Proven,Relentless",Long Ball Pass+,3,4,1
Argentina,J,Juan Musso,9,Julián Álvarez,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Argentina,J,Juan Musso,10,Lionel Messi,FWD,158023,Lionel Messi,RW,"ST,CAM,RM",86,78,85,85,90,33,64,84,73,84,84,87,89,75,86,85,84,90,93,80,87,89,94,84,89,80,92,40,20,35,24,60,44,70,70,68,6,11,15,14,,"Finesse Shot,Dead Ball,Gamechanger,Incisive Pass,Technical,Quick Step",Tiki Taka+,4,4,2
Argentina,J,Juan Musso,17,Giuliano Simeone,FWD,253396,Giuliano Simeone,RM,"ST,LM,RW",81,91,73,72,81,45,81,92,91,76,76,66,62,62,78,77,66,56,46,76,76,82,78,85,83,79,77,44,42,43,39,69,81,87,84,79,8,14,7,14,,Rapid,,3,3,1
Argentina,J,Juan Musso,21,José López,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canada,B,Dayne St. Clair,10,Jonathan David,FWD,243630,Jonathan David,ST,,82,81,82,71,80,34,78,79,83,85,79,77,77,86,88,76,69,59,58,67,74,80,81,75,71,84,81,33,29,29,19,77,61,87,90,77,7,7,11,7,,"Low Driven Shot,Press Proven,Quick Step,Relentless",,3,5,1
Portugal,K,Diogo Costa,22,Rui Silva,GK,210385,Rui Silva,GK,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,78,77,81,84,"Footwork,Deflector",,1,3,2
England,L,Jordan Pickford,13,Dean Henderson,GK,233306,Dean Henderson,GK,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,78,77,80,82,Footwork,,1,3,1
Morocco,C,Yassine Bounou,1,Yassine Bounou,GK,209981,Yassine Bounou,GK,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,82,76,82,85,"Far Throw,Footwork,Cross Claimer",,1,2,2
Austria,J,Alexander Schlager,2,David Affengruber,DEF,261264,David Affengruber,CB,,75,73,41,56,69,75,83,74,72,38,46,42,34,41,56,71,71,38,33,30,53,68,68,71,77,74,74,75,76,74,73,75,76,87,89,83,8,15,5,11,,,,2,3,1
Austria,J,Alexander Schlager,3,Kevin Danso,DEF,237985,Kevin Danso,CB,,79,73,32,57,62,78,83,65,79,26,49,25,31,42,43,69,62,46,31,44,52,59,68,53,46,77,72,77,77,80,76,81,85,89,66,90,12,13,6,11,,"Long Ball Pass,Aerial Fortress,Bruiser",,2,3,1
Austria,J,Alexander Schlager,5,Stefan Posch,DEF,223671,Stefan Posch,RB,RM,79,75,55,68,66,80,74,71,78,52,63,54,51,38,71,74,70,65,45,73,55,65,75,36,60,76,70,78,79,82,78,80,73,85,70,75,6,8,7,6,,"Anticipate,Bruiser",,2,3,1
Austria,J,Alexander Schlager,8,David Alaba,DEF,197445,David Alaba,CB,"LB,LM",82,68,71,82,79,82,75,64,72,62,82,78,67,79,71,86,80,76,85,83,78,77,83,71,77,83,84,83,84,83,80,75,73,79,72,77,5,7,14,15,,"Dead Ball,Anticipate",,3,4,2
Austria,J,Alexander Schlager,15,Philipp Lienhart,DEF,231366,Philipp Lienhart,CB,,79,67,28,59,64,81,78,62,71,24,29,34,21,41,35,74,70,28,40,41,53,59,69,63,62,78,75,80,83,80,74,84,77,85,75,79,14,8,11,12,,Long Ball Pass,,2,3,1
Austria,J,Alexander Schlager,16,Phillipp Mwene,DEF,216275,Phillipp Mwene,LB,LM,76,78,55,69,75,70,70,83,73,52,62,56,42,42,70,73,64,64,46,76,67,75,73,82,86,75,70,74,73,73,72,44,59,67,88,66,12,9,11,9,,,,3,4,1
Austria,J,Alexander Schlager,22,Alexander Prass,DEF,263041,Alexander Prass,LB,"LM,CM,LW",74,74,65,74,75,69,74,76,73,59,72,71,64,57,69,75,73,68,66,74,75,74,74,78,77,74,74,72,72,68,66,56,68,75,79,73,7,15,12,8,,"Power Shot,Incisive Pass",,3,2,2
Austria,J,Alexander Schlager,23,Marco Friedl,DEF,237595,Marco Friedl,CB,,77,75,44,64,69,79,77,67,82,39,48,45,47,45,56,70,75,45,42,63,54,68,71,65,62,76,73,78,80,79,81,71,79,80,75,77,11,15,6,6,,"Long Ball Pass,Jockey,Intercept,Slide Tackle",,2,2,2
Austria,J,Alexander Schlager,25,Michael Svoboda,DEF,250779,Michael Svoboda,CB,,68,59,44,52,56,67,80,48,68,36,67,41,38,36,45,63,57,29,26,40,55,58,61,32,33,63,62,65,66,69,65,65,71,73,80,85,5,9,6,14,,,,2,3,1
Austria,J,Alexander Schlager,4,Xaver Schlager,MID,233195,Xaver Schlager,CDM,CM,80,69,70,74,78,75,78,74,64,66,78,76,60,56,75,80,80,73,60,59,78,78,78,75,78,80,74,82,77,78,73,44,84,68,77,77,6,8,8,12,,"Incisive Pass,Jockey,Relentless,Bruiser",,3,3,2
Austria,J,Alexander Schlager,6,Nicolas Seiwald,MID,257876,Nicolas Seiwald,CDM,"CM,CB",77,72,62,74,74,74,76,74,70,58,70,66,58,54,68,75,79,73,60,73,74,72,75,77,76,78,70,79,71,77,72,63,78,76,81,72,5,8,7,14,,"Anticipate,Press Proven",,2,3,1
Austria,J,Alexander Schlager,9,Marcel Sabitzer,MID,204923,Marcel Sabitzer,CDM,CM,80,74,80,80,80,76,76,76,72,76,87,83,83,80,78,82,80,77,78,77,79,78,82,77,78,83,83,80,79,75,77,62,79,71,78,75,11,13,14,15,,"Power Shot,Pinged Pass",,3,4,1
Austria,J,Alexander Schlager,10,Florian Grillitsch,MID,228336,Florian Grillitsch,CM,"CB,CDM",75,63,59,74,74,72,66,55,69,58,64,60,53,50,66,80,81,47,66,66,76,74,77,68,61,77,74,73,74,73,68,69,54,71,64,72,13,12,7,14,,"Long Ball Pass,Intercept",,3,3,1
Belgium,G,Thibaut Courtois,17,Charles De Ketelaere,FWD,251470,Charles De Ketelaere,CAM,"ST,CM",82,70,79,80,83,56,68,71,70,78,82,79,76,69,82,83,80,78,72,76,83,85,86,79,61,77,73,58,45,59,54,75,55,78,78,68,11,8,14,8,,"Precision Header,Low Driven Shot,Incisive Pass,Inventive,Aerial Fortress,Technical",,4,3,2
Argentina,J,Juan Musso,11,Giovani Lo Celso,MID,226226,Giovani Lo Celso,CAM,"CM,CDM",82,68,81,82,84,68,71,67,68,82,83,83,73,65,81,82,82,82,81,81,84,85,85,79,80,80,82,70,64,73,68,62,82,71,67,69,10,7,10,15,,"Finesse Shot,Dead Ball,Incisive Pass,Technical",,4,3,2
England,L,Jordan Pickford,17,Morgan Rogers,MID,260247,Morgan Rogers,CAM,"RM,LM,CM",82,77,77,79,84,67,79,74,79,80,76,75,74,60,81,82,78,76,55,75,83,86,84,80,74,82,85,68,68,72,49,64,70,79,83,80,7,8,13,11,,"Incisive Pass,Technical,Enforcer",,4,4,1
Austria,J,Alexander Schlager,20,Konrad Laimer,MID,225375,Konrad Laimer,RB,"CDM,CM,RM",82,82,69,76,75,81,76,82,82,69,74,68,60,54,73,81,78,70,47,76,76,74,75,76,77,84,79,80,86,81,79,67,88,78,79,69,9,12,12,13,,"Block,Relentless,Bruiser",,3,3,1
Brazil,C,Alisson,9,Matheus Cunha,FWD,240243,Matheus Cunha,CAM,"LW,ST",83,77,85,79,84,44,75,78,76,85,87,88,78,76,80,81,75,83,70,79,81,85,87,76,74,82,83,42,43,41,39,68,72,79,82,73,8,7,13,13,,"Power Shot,Dead Ball,Inventive,First Touch,Trickster",,4,4,1
France,I,Brice Samba,14,Adrien Rabiot,MID,210008,Adrien Rabiot,CAM,CM,83,81,79,81,80,77,84,75,86,79,83,77,76,69,88,85,80,73,59,78,84,81,84,69,69,84,85,78,72,79,74,83,77,90,94,82,9,12,9,7,,"Precision Header,First Touch,Press Proven",,3,3,2
Austria,J,Alexander Schlager,26,Alessandro Schöpf,MID,220925,Alessandro Schöpf,CM,"CDM,CAM",68,67,62,67,69,60,70,69,65,58,67,66,60,63,64,71,67,68,60,62,65,68,68,72,74,66,66,64,63,58,64,43,63,58,84,66,13,6,13,11,,,,3,4,1
Austria,J,Alexander Schlager,7,Marko Arnautović,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Germany,E,Manuel Neuer,7,Kai Havertz,FWD,235790,Kai Havertz,ST,"CM,CAM",82,72,79,78,81,48,74,71,72,80,81,74,81,83,84,82,77,81,53,75,81,84,85,70,54,81,78,43,45,47,41,81,56,85,85,75,6,8,11,10,,"Chip Shot,Precision Header,Gamechanger,Technical,First Touch,Enforcer",,4,4,2
New Zealand,G,Max Crocombe,9,Chris Wood,FWD,192123,Chris Wood,ST,,82,53,83,68,72,40,81,55,52,85,85,73,83,85,86,78,60,70,65,52,71,73,80,49,33,85,80,40,40,30,25,88,77,87,70,87,14,16,16,7,,"Precision Header,Aerial Fortress,Enforcer",,2,3,1
Jordan,J,Yazeed Abulaila,1,Yazeed Abulaila,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,12,Nour Bani Attiah,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,22,Abdallah Al Fakhouri,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,2,Mohammad Abu Hashish,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,3,Abdallah Nasib,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,4,Husam Abu Dahab,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,5,Yazan Al-Arab,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,16,Mohammad Abualnadi,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,17,Salim Obaid,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,19,Saed Al-Rosan,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,20,Mohannad Abu Taha,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,23,Ehsan Haddad,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,26,Anas Badawi,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,6,Amer Jamous,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,8,Noor Al-Rawabdeh,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,J,Yazeed Abulaila,14,Rajaei Ayed,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
